"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"merged_models.nlogox"
"find-best-dog-number-surround"
"02/11/2026 18:46:58:527 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num-dogs","num-sheep","dog-speed","dog-strategy","[step]","get-success-percentage","get-tick-50pct","get-tick-80pct","get-tick-95pct","get-tick-100pct","current-run-seed","num-dogs","scenario","max-speed","dog-speed","k-neighbors","separation-distance","separation-weight","cohesion-weight","alignment-weight","fear-of-dogs","noise"
"121","0","100","7.5","Surround","10000","4.633125","-1","-1","-1","-1","1040120670","0","Target","8","7.5","4","3","15","60","1","50","0"
"122","0","100","7.5","Surround","10000","6.61925","-1","-1","-1","-1","473691489","0","Target","8","7.5","4","3","15","60","1","50","0"
"125","0","100","7.5","Surround","10000","5.425875","-1","-1","-1","-1","250314053","0","Target","8","7.5","4","3","15","60","1","50","0"
"123","0","100","7.5","Surround","10000","6.971375","2980","-1","-1","-1","-1791554736","0","Target","8","7.5","4","3","15","60","1","50","0"
"124","0","100","7.5","Surround","10000","36.3695","2760","3458","4144","-1","-767627335","0","Target","8","7.5","4","3","15","60","1","50","0"
"126","0","100","7.5","Surround","10000","22.62975","2729","-1","-1","-1","1811371934","0","Target","8","7.5","4","3","15","60","1","50","0"
"127","0","100","7.5","Surround","10000","8.341375","3594","-1","-1","-1","-609396605","0","Target","8","7.5","4","3","15","60","1","50","0"
"128","0","100","7.5","Surround","10000","18.475625","3292","3664","3719","3735","1186256524","0","Target","8","7.5","4","3","15","60","1","50","0"
"130","0","100","7.5","Surround","10000","18.709375","1668","8225","8428","8570","292746123","0","Target","8","7.5","4","3","15","60","1","50","0"
"129","0","100","7.5","Surround","10000","17.777","6691","6861","6989","6993","-452412846","0","Target","8","7.5","4","3","15","60","1","50","0"
"131","0","100","10","Surround","10000","36.4995","2740","6399","7284","7779","1751691519","0","Target","8","10","4","3","15","60","1","50","0"
"132","0","100","10","Surround","10000","14.547125","5675","9245","9878","-1","-1673910335","0","Target","8","10","4","3","15","60","1","50","0"
"133","0","100","10","Surround","10000","12.819625000000002","4538","4779","-1","-1","1072354502","0","Target","8","10","4","3","15","60","1","50","0"
